start_idx,achieved_ll,elapsed_time,success,message,num_iter,start_theta,opt_theta,opt_beta,opt_mu_prob
33,-3271.9848715890184,4.120887041091919,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125,"[-7.16808223 -1.03508773 -2.14854568 -8.38901433  5.10660346 -1.32441945
 -0.61346132 -6.98654052 -6.38146696  8.14207244 -9.10701822 -5.3329543
 -4.15881339 -0.19604915  1.72890346 -0.13420048 -8.31769331]","[-7.10425927 -1.10683442 -2.13575889  0.66512093  5.07739668 -1.30023072
 -0.60526808 -6.979979   -1.59921226 -0.57247485  1.38779366 -0.01386085
  2.02254182 -0.08853046  1.82654375  4.01915742  7.09798146]","[[-7.10425927 -1.59921226]
 [-1.10683442 -0.57247485]
 [-2.13575889  1.38779366]
 [ 0.66512093 -0.01386085]
 [ 5.07739668  2.02254182]
 [-1.30023072 -0.08853046]
 [-0.60526808  1.82654375]
 [-6.979979    4.01915742]]",[8.26089126e-04 9.99173911e-01]
8,-3274.3705460422434,3.8768649101257324,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,"[ 2.54617681  1.68195938  2.99693203 -8.30111358 -1.68385196 -9.16771652
 -0.12018362 -3.40277575 -7.10951622 -7.93194065  1.75289144 -6.57814063
  8.50240237  1.62122279 -3.06260391  1.81830983 -9.54392258]","[ 2.53545337e+00  1.68333147e+00  2.99546974e+00 -9.85617589e+00
 -1.68910846e+00 -9.17161596e+00 -1.21564665e-01 -3.40407557e+00
 -1.90597938e+00 -5.76296973e-01  1.38625330e+00 -1.35633702e-02
  2.01468497e+00  1.94159496e+00 -2.76143511e+00  4.35832755e+00
  1.85424475e+02]","[[ 2.53545337 -1.90597938]
 [ 1.68333147 -0.57629697]
 [ 2.99546974  1.3862533 ]
 [-9.85617589 -0.01356337]
 [-1.68910846  2.01468497]
 [-9.17161596  1.94159496]
 [-0.12156467 -2.76143511]
 [-3.40407557  4.35832755]]",[2.95919638e-81 1.00000000e+00]
4,-3276.10206248906,3.7153918743133545,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,"[-9.8527546   5.73848755  3.29701713  4.11330757  5.61458062 -0.82168449
  1.37482392 -7.20406004 -7.70939853  3.36805924 -0.57807588  1.31472213
  5.29997715  2.6943664   1.07158801  1.18414321 -3.92099804]","[-9.8527546   5.73848755  3.29701713  4.11330757  5.61458062 -0.82168449
  1.37482392 -7.20406004 -1.84270808 -0.57127474  1.38298788 -0.0142679
  2.01720686  2.33910223  1.14253539  4.29346086  5.05040411]","[[-9.8527546  -1.84270808]
 [ 5.73848755 -0.57127474]
 [ 3.29701713  1.38298788]
 [ 4.11330757 -0.0142679 ]
 [ 5.61458062  2.01720686]
 [-0.82168449  2.33910223]
 [ 1.37482392  1.14253539]
 [-7.20406004  4.29346086]]",[0.00636596 0.99363404]
21,-3278.886358918371,3.980813980102539,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,"[-7.2518414   9.17760492  6.01768352  1.88364009  5.65248209  5.90229678
  8.92054126 -4.93233292  1.80151791 -8.09901605  2.323314   -6.56417392
  1.29901223  1.44861028 -0.68029694  0.45263551  5.2784678 ]","[-2.12462687 -0.56182969  1.36485025 -0.01470277  2.01689418  0.97447495
  5.94716218  4.61083813  1.80151791 -8.09901605  2.323314   -6.56417392
  1.29901223  1.44861028 -0.68029694  0.45263551 -7.79518272]","[[-2.12462687  1.80151791]
 [-0.56182969 -8.09901605]
 [ 1.36485025  2.323314  ]
 [-0.01470277 -6.56417392]
 [ 2.01689418  1.29901223]
 [ 0.97447495  1.44861028]
 [ 5.94716218 -0.68029694]
 [ 4.61083813  0.45263551]]",[9.99588456e-01 4.11544112e-04]
17,-3279.249812116669,4.218009948730469,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,164,"[-8.93236135  1.82287632  3.61429054 -2.11739086 -3.64017806  0.09052474
  7.50009884  7.02263254 -9.13049876 -6.37003181 -5.26510258 -5.00224848
  1.42465303 -1.67475149 -9.0149176  -2.52771723  0.47505897]","[-1.54638367e+00 -5.49838471e-01  1.36358402e+00 -1.52504661e-02
  2.03974253e+00  8.86916005e-01  7.97921121e+00  4.01689801e+00
 -9.13004172e+00 -6.36906691e+00 -5.26510258e+00 -4.93407006e+00
  1.42583765e+00 -1.67453290e+00 -9.01489773e+00 -2.52757813e+00
 -1.91572787e+01]","[[-1.54638367 -9.13004172]
 [-0.54983847 -6.36906691]
 [ 1.36358402 -5.26510258]
 [-0.01525047 -4.93407006]
 [ 2.03974253  1.42583765]
 [ 0.88691601 -1.6745329 ]
 [ 7.97921121 -9.01489773]
 [ 4.01689801 -2.52757813]]",[9.99999995e-01 4.78739850e-09]
7,-3282.4034325910484,3.7675750255584717,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,"[-4.68260077  9.38352755  5.57501808  4.34780378 -1.01276996 -4.55516876
 -8.07218076  8.05204793 -0.8844742  -5.9527327  -3.88086752  1.59439138
 -6.46454434  7.13228568  5.1703906   4.38925912 -1.3581392 ]","[-4.68260077  9.38352755  5.57501808  4.34780378 -1.01276996 -4.55516876
 -8.07218076  8.05204793 -2.95783934 -0.58074893  1.40077387 -0.01387736
  2.00119857  3.01204318  3.72991526  5.34276587  4.05873689]","[[-4.68260077 -2.95783934]
 [ 9.38352755 -0.58074893]
 [ 5.57501808  1.40077387]
 [ 4.34780378 -0.01387736]
 [-1.01276996  2.00119857]
 [-4.55516876  3.01204318]
 [-8.07218076  3.72991526]
 [ 8.05204793  5.34276587]]",[0.0169776 0.9830224]
24,-3283.866949997288,4.091119766235352,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,"[-7.56156643  1.76516     3.7219273  -9.74394628 -0.91364076  6.50799022
 -4.09281949 -0.82903836 -1.15371746 -3.96145217  8.36883791  5.63588071
 -7.78823178  9.94069316  7.58400049 -4.32183124  6.73793159]","[-7.5605657   1.76497428  3.7219273  -9.594663   -0.91333617  6.50846884
 -4.09277598 -0.82873379 -2.99877265 -0.56626603  1.3880506  -0.01408573
  2.01572178  3.59112025  4.02223837  5.41304843  8.09751981]","[[-7.5605657  -2.99877265]
 [ 1.76497428 -0.56626603]
 [ 3.7219273   1.3880506 ]
 [-9.594663   -0.01408573]
 [-0.91333617  2.01572178]
 [ 6.50846884  3.59112025]
 [-4.09277598  4.02223837]
 [-0.82873379  5.41304843]]",[3.0420034e-04 9.9969580e-01]
19,-3287.1370156831326,3.8230650424957275,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,"[-2.29821008  2.79126542 -4.67073365 -7.19463178 -0.44245452 -1.66221263
 -5.34860119 -2.6497638  -2.672151   -3.45008871 -2.41071841  3.72486691
 -4.06247051  8.97715853  8.32696039 -0.38179143 -3.4327759 ]","[-2.29756306  2.79069223 -4.67073365 -7.09811395 -0.44271069 -1.66190319
 -5.34857306 -2.64956688 -3.69151245 -0.56862927  1.40091766 -0.01396582
  2.00446523  3.94598409  5.7372124   6.09455258 12.54145133]","[[-2.29756306 -3.69151245]
 [ 2.79069223 -0.56862927]
 [-4.67073365  1.40091766]
 [-7.09811395 -0.01396582]
 [-0.44271069  2.00446523]
 [-1.66190319  3.94598409]
 [-5.34857306  5.7372124 ]
 [-2.64956688  6.09455258]]",[3.57532347e-06 9.99996425e-01]
30,-52038.75044337715,3.644080877304077,False,ABNORMAL: ,1,"[-3.67571696  5.74864444  0.98288767 -1.3616361   2.52024962 -2.78685331
  0.25478489  4.73411377  7.72805773  8.42114395  0.0726585   0.41550229
  5.99740822 -3.71098617  6.74764725 -0.11716707 -7.68286551]","[-3.67571696  5.74864444  0.98288767 -1.3616361   2.52024962 -2.78685331
  0.25478489  4.73411377  7.72538839  8.4218778   0.07164105  0.02452337
  5.99496549 -3.71105139  6.74759465 -0.11968759 -7.67566189]","[[-3.67571696  7.72538839]
 [ 5.74864444  8.4218778 ]
 [ 0.98288767  0.07164105]
 [-1.3616361   0.02452337]
 [ 2.52024962  5.99496549]
 [-2.78685331 -3.71105139]
 [ 0.25478489  6.74759465]
 [ 4.73411377 -0.11968759]]",[9.99536232e-01 4.63768171e-04]
20,-1294520.763337422,3.2962262630462646,False,ABNORMAL: ,1,"[ 0.7086958   6.97120978  3.05174681  6.09783656  0.65444552  2.65835259
 -4.23688772  4.69786325 -5.95190814  3.89596258  7.21438137 -7.34794325
  2.28759481 -8.09808504  4.51431257 -8.31013562  8.71879645]","[ 0.66920012  6.9803206   3.03565255  0.32892422  0.61665963  2.65739942
 -4.23767075  4.66058561 -5.95065945  3.89449083  7.21438137 -7.15596837
  2.28673909 -8.09757631  4.51435881 -8.30981189  8.60504534]","[[ 0.66920012 -5.95065945]
 [ 6.9803206   3.89449083]
 [ 3.03565255  7.21438137]
 [ 0.32892422 -7.15596837]
 [ 0.61665963  2.28673909]
 [ 2.65739942 -8.09757631]
 [-4.23767075  4.51435881]
 [ 4.66058561 -8.30981189]]",[1.83145708e-04 9.99816854e-01]
